,Perfil Pymetrics,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Apto AG,Ingles,Apto,Destacado,Destacado Pym,Ingresados Si/No
3576,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3583,7,0,0,0,2,0,0,4,1,0.0,1,1,1,1
3593,8,0,0,2,0,0,0,0,0,0.0,0,0,1,0
3608,7,0,2,1,2,2,0,2,0,0.0,0,0,1,0
3609,8,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3610,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3613,6,0,2,2,1,1,0,0,0,0.0,0,0,1,0
3622,8,0,2,2,1,1,2,0,0,0.0,0,0,1,0
3639,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3644,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3649,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3663,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3669,8,0,0,0,1,1,1,0,0,0.0,0,0,0,0
3680,7,0,1,0,1,0,0,0,0,0.0,0,0,0,0
3686,8,0,0,0,0,1,0,0,0,0.0,0,0,0,0
3688,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3689,5,0,0,0,1,2,1,0,0,0.0,0,0,1,0
3690,8,0,1,2,2,2,0,3,1,0.0,1,0,1,0
3693,6,0,0,0,0,1,2,0,0,0.0,0,0,0,0
3706,9,0,2,2,0,2,1,0,0,0.0,0,0,1,0
3708,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3709,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3714,7,0,0,2,0,0,1,0,0,0.0,0,0,1,0
3729,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3733,7,0,2,1,2,0,0,0,0,0.0,0,0,1,0
3735,8,0,0,1,2,0,0,4,1,0.0,1,1,1,0
3739,7,0,0,2,0,2,0,0,0,0.0,0,0,1,0
3741,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3744,6,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3749,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3753,7,0,0,1,0,0,2,0,0,0.0,0,0,0,0
3757,8,0,1,2,0,0,2,0,0,0.0,0,0,1,0
3763,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3785,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3864,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3884,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3906,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3927,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3951,8,0,0,2,0,2,0,0,0,0.0,0,0,1,0
3964,8,0,0,1,0,0,0,4,1,0.0,1,0,0,1
3966,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3967,6,0,0,0,1,0,2,0,0,0.0,0,0,0,0
3969,8,0,0,2,0,0,0,3,1,0.0,1,0,1,0
3972,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3976,8,0,1,0,2,0,0,4,1,0.0,1,1,1,1
3977,6,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3978,8,0,0,1,2,0,2,0,0,0.0,0,0,1,0
3981,8,0,0,0,1,0,0,0,0,0.0,0,0,0,0
3983,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3984,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3985,8,0,0,2,2,1,2,4,1,0.0,1,1,1,1
3986,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
3987,7,0,2,2,2,1,0,0,0,0.0,0,0,1,0
3988,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3989,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3990,8,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3991,8,0,0,2,1,2,2,0,0,0.0,0,0,1,0
3992,8,0,0,0,1,1,0,0,0,0.0,0,0,0,0
3999,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4000,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4001,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4002,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4003,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4004,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4005,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4007,7,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4019,7,0,2,0,1,0,1,3,1,0.0,1,0,1,1
4020,5,0,1,1,0,2,2,1,0,0.0,0,0,1,0
4021,7,0,2,1,0,0,0,3,1,0.0,1,0,1,1
4022,7,0,0,0,0,0,2,2,0,0.0,0,0,0,0
4023,7,0,0,2,0,0,2,0,0,0.0,0,0,1,0
4024,5,0,0,1,0,0,0,2,0,0.0,0,0,0,0
4025,7,0,0,0,1,0,1,4,1,0.0,1,0,0,1
4026,7,0,0,0,0,0,0,2,0,0.0,0,0,0,0
4027,7,0,2,2,0,1,0,0,0,0.0,0,0,1,0
4028,7,0,0,1,0,0,1,3,1,0.0,1,0,0,0
4029,5,0,0,2,0,0,0,3,1,0.0,1,0,1,1
4030,7,0,0,0,1,0,1,4,1,0.0,1,0,0,1
4031,7,0,1,2,0,0,0,1,0,0.0,0,0,1,0
4032,7,0,0,2,0,0,0,2,0,0.0,0,0,1,0
4033,7,0,0,2,0,1,1,1,0,0.0,0,0,1,0
4034,5,0,0,1,0,2,0,1,0,0.0,0,0,1,0
4035,7,0,0,0,0,0,2,3,1,0.0,1,0,0,1
4036,7,0,0,1,2,0,2,3,1,0.0,1,0,1,1
4037,5,0,0,1,2,0,0,2,0,0.0,0,0,1,0
4038,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4039,5,0,0,2,0,0,1,4,1,0.0,1,1,1,1
4040,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4042,5,0,0,2,0,1,0,0,0,0.0,0,0,1,0
4044,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4048,9,0,1,0,2,2,0,4,1,0.0,1,1,1,1
4052,6,0,0,0,1,1,0,0,0,0.0,0,0,0,0
4053,5,0,0,2,0,0,1,4,1,0.0,1,1,1,1
4057,5,0,0,2,0,0,2,4,1,0.0,1,1,1,0
4060,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4062,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4065,9,0,0,2,0,1,2,2,0,0.0,0,0,1,0
4068,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4069,5,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4070,5,0,0,2,1,1,2,0,0,0.0,0,0,1,0
4075,5,0,2,0,0,0,0,0,0,0.0,0,0,1,0
4076,5,0,2,2,0,0,0,3,1,0.0,1,0,1,0
4078,9,0,1,2,0,0,0,4,1,0.0,1,1,1,1
4079,5,0,1,1,0,0,0,0,0,0.0,0,0,0,0
4087,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4089,5,0,0,0,2,2,0,0,0,0.0,0,0,1,0
4109,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4119,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4126,5,0,1,0,0,1,2,0,0,0.0,0,0,0,0
4127,9,0,2,0,0,2,1,3,1,0.0,1,0,1,0
4128,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4129,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4131,6,0,0,0,0,2,0,0,0,0.0,0,0,1,0
4132,5,0,0,0,1,0,0,0,0,0.0,0,0,0,0
4134,6,0,2,0,0,0,0,4,1,0.0,1,1,1,0
4135,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4137,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
4144,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4145,6,0,1,2,2,0,0,4,1,0.0,1,1,1,1
4146,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4148,7,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4169,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4176,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4177,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4178,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4179,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4183,6,0,0,2,0,1,1,5,1,0.0,1,1,1,1
4184,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4186,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4187,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4188,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4189,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4196,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4198,7,0,1,1,0,2,0,0,0,0.0,0,0,1,0
4201,7,0,2,2,0,0,1,3,1,0.0,1,0,1,0
4202,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4205,6,0,0,2,0,0,0,0,0,0.0,0,0,1,0
4206,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4210,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4211,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4213,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4214,7,0,0,0,1,0,0,0,0,0.0,0,0,0,0
4218,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4221,5,0,0,1,2,1,0,4,1,0.0,1,1,1,1
4225,6,0,0,1,0,1,2,0,0,0.0,0,0,0,0
4230,5,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4232,5,0,0,1,0,2,2,0,0,0.0,0,0,1,0
4233,6,0,0,2,0,0,2,4,1,0.0,1,1,1,0
4234,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4236,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4238,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4239,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4240,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4241,8,0,2,2,0,0,2,4,1,0.0,1,1,1,1
4245,8,0,0,1,0,1,0,0,0,0.0,0,0,0,0
4247,6,0,1,1,0,0,0,0,0,0.0,0,0,0,0
4249,6,0,1,2,0,1,0,3,1,0.0,1,0,1,0
4253,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4256,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4258,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4259,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4260,8,0,1,2,0,0,2,4,1,0.0,1,1,1,0
4261,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4262,8,0,0,1,0,0,1,0,0,0.0,0,0,0,0
4267,6,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4270,6,0,0,0,0,2,0,5,1,0.0,1,1,1,1
4272,7,0,2,2,2,2,0,4,1,0.0,1,1,1,1
4273,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4274,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4276,7,0,1,0,0,2,0,4,1,0.0,1,1,1,1
4277,6,0,1,2,0,0,2,2,0,0.0,0,0,1,0
4279,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4281,8,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4282,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4283,6,0,2,0,0,0,0,4,1,0.0,1,1,1,1
4290,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4291,7,0,2,1,2,2,0,3,1,0.0,1,0,1,0
4294,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4295,7,0,2,2,2,1,1,3,1,0.0,1,0,1,0
4296,8,0,0,1,1,0,0,0,0,0.0,0,0,0,0
4298,7,0,2,0,0,0,0,4,1,0.0,1,1,1,1
4304,7,0,0,2,0,1,0,0,0,0.0,0,0,1,0
4305,5,0,0,2,0,0,2,0,0,0.0,0,0,1,0
4306,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4309,5,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4312,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4314,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4315,6,0,2,2,0,2,0,5,1,0.0,1,1,1,1
4316,7,0,2,1,2,2,0,3,1,0.0,1,0,1,0
4318,6,0,0,1,0,1,0,0,0,0.0,0,0,0,0
4319,8,0,0,2,0,0,1,3,1,0.0,1,0,1,0
4321,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4322,6,0,1,1,0,0,0,0,0,0.0,0,0,0,0
4324,7,0,0,2,0,0,0,3,1,0.0,1,0,1,0
4325,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4327,8,0,1,0,1,0,0,0,0,0.0,0,0,0,0
4330,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4331,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4334,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4339,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4340,5,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4341,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4346,6,0,0,2,2,0,0,4,1,0.0,1,1,1,1
4349,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4352,8,0,0,2,0,0,1,3,1,0.0,1,0,1,0
4354,8,0,0,1,0,0,2,0,0,0.0,0,0,0,0
4355,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4359,8,0,2,2,2,2,1,0,0,0.0,0,0,1,0
4363,8,0,1,1,2,0,0,4,1,0.0,1,1,1,1
4367,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4369,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4370,7,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4372,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4373,5,0,0,1,0,0,2,0,0,0.0,0,0,0,0
4374,5,0,0,0,0,1,1,0,0,0.0,0,0,0,0
4376,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4379,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4380,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4381,6,0,0,1,2,0,1,0,0,0.0,0,0,1,0
4382,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4387,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4388,6,0,0,0,2,0,0,2,0,0.0,0,0,1,0
4391,5,0,0,1,0,0,1,0,0,0.0,0,0,0,0
4392,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4394,8,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4398,8,0,0,1,0,0,2,0,0,0.0,0,0,0,0
4400,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4401,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4402,8,0,1,2,0,2,0,3,1,0.0,1,0,1,0
4406,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4410,5,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4411,8,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4412,8,0,2,0,0,1,0,2,0,0.0,0,0,1,0
4414,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4415,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4421,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4423,6,0,2,1,1,0,1,0,0,0.0,0,0,1,0
4426,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4428,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4430,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4431,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4432,7,0,0,2,0,0,0,4,1,0.0,1,1,1,1
4433,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4436,6,0,0,1,2,2,1,4,1,0.0,1,1,1,1
4440,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4442,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4448,8,0,0,2,0,0,0,4,1,0.0,1,1,1,1
4449,6,0,0,1,0,1,1,0,0,0.0,0,0,0,0
4450,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4451,5,0,2,1,0,0,0,3,1,0.0,1,0,1,0
4452,8,0,0,0,0,0,2,0,0,0.0,0,0,0,0
4454,8,0,1,2,0,1,2,2,0,0.0,0,0,1,0
4455,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4456,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4457,7,0,0,1,2,2,1,3,1,0.0,1,0,1,0
4458,6,0,2,0,2,2,0,0,0,0.0,0,0,1,0
4459,7,0,2,1,2,2,0,4,1,0.0,1,1,1,0
4460,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4461,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4463,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4464,6,0,0,2,0,0,0,3,1,0.0,1,0,1,1
4465,6,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4466,8,0,0,1,0,0,1,0,0,0.0,0,0,0,0
4467,8,0,2,0,0,0,0,0,0,0.0,0,0,1,0
4468,6,0,1,0,0,0,1,0,0,0.0,0,0,0,0
4469,8,0,0,2,0,0,1,4,1,0.0,1,1,1,1
4472,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4473,7,0,0,2,0,0,0,0,0,0.0,0,0,1,0
4477,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4479,7,0,2,2,1,1,0,3,1,0.0,1,0,1,0
4480,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4481,7,0,2,0,0,0,0,5,1,0.0,1,1,1,1
4483,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4487,8,0,0,0,1,1,0,0,0,0.0,0,0,0,0
4488,7,0,2,0,0,1,0,0,0,0.0,0,0,1,0
4489,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4490,8,0,2,1,0,0,0,2,0,0.0,0,0,1,0
4491,6,0,0,0,0,1,2,0,0,0.0,0,0,0,0
4494,7,0,0,0,0,0,2,0,0,0.0,0,0,0,0
4495,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4496,6,0,2,0,0,1,0,1,0,0.0,0,0,1,0
4497,6,0,2,2,0,0,2,0,0,0.0,0,0,1,0
4498,6,0,1,0,2,0,1,3,1,0.0,1,0,1,0
4499,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4500,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4501,6,0,2,0,0,0,0,4,1,0.0,1,1,1,1
4502,6,0,2,1,1,1,0,4,1,0.0,1,1,1,0
4503,6,0,0,0,0,2,1,0,0,0.0,0,0,1,0
4505,6,0,0,0,2,1,0,0,0,0.0,0,0,1,0
4506,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4511,5,0,2,2,0,0,0,5,1,0.0,1,1,1,1
4512,6,0,0,0,0,1,2,0,0,0.0,0,0,0,0
4513,5,0,0,1,2,0,0,2,0,0.0,0,0,1,0
4518,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4519,5,0,2,2,0,0,2,2,0,0.0,0,0,1,0
4520,5,0,2,1,0,0,0,2,0,0.0,0,0,1,0
4522,5,0,0,0,0,0,1,4,1,0.0,1,0,0,1
4525,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4530,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4534,5,0,0,2,0,1,1,2,0,0.0,0,0,1,0
4538,6,0,0,1,0,1,1,0,0,0.0,0,0,0,0
4540,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4542,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4546,5,0,2,0,0,0,0,4,1,0.0,1,1,1,1
4547,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4549,6,0,0,2,0,0,0,4,1,0.0,1,1,1,1
4551,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4552,6,0,0,0,1,0,1,0,0,0.0,0,0,0,0
4555,5,0,0,0,1,0,0,0,0,0.0,0,0,0,0
4556,5,0,1,0,0,1,1,0,0,0.0,0,0,0,0
4559,7,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4612,8,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4613,8,0,0,0,0,1,2,0,0,0.0,0,0,0,0
4623,8,0,1,2,2,1,0,3,1,0.0,1,0,1,0
4630,8,0,1,2,1,0,2,1,0,0.0,0,0,1,0
4632,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4635,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4637,6,0,2,1,0,2,1,2,0,0.0,0,0,1,0
4638,6,0,0,1,0,0,2,0,0,0.0,0,0,0,0
4641,8,0,0,0,0,2,2,0,0,0.0,0,0,1,0
4643,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4654,8,0,0,1,0,0,2,0,0,0.0,0,0,0,0
4664,7,0,1,0,0,2,0,3,1,0.0,1,0,1,0
4665,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4671,8,0,0,1,1,2,2,3,1,0.0,1,0,1,0
4673,8,0,0,1,2,1,0,3,1,0.0,1,0,1,0
4674,7,0,2,2,0,0,0,4,1,0.0,1,1,1,1
4688,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4689,5,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4698,9,0,2,0,0,0,0,0,0,0.0,0,0,1,0
4704,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4705,7,0,0,0,0,1,1,0,0,0.0,0,0,0,0
4709,8,0,1,0,0,2,0,0,0,0.0,0,0,1,0
4710,7,0,2,0,0,1,0,0,0,0.0,0,0,1,0
4715,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4716,5,0,0,2,0,0,0,0,0,0.0,0,0,1,0
4717,7,0,0,1,2,0,0,0,0,0.0,0,0,1,0
4718,7,0,2,0,0,0,0,0,0,0.0,0,0,1,0
4720,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4725,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0
4726,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4748,9,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4752,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4759,7,0,2,2,0,0,0,0,0,0.0,0,0,1,0
4775,7,0,2,1,0,1,2,4,1,0.0,1,1,1,1
4776,6,0,0,1,1,2,0,4,1,0.0,1,1,1,1
4780,6,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4783,9,0,1,0,0,2,2,4,1,0.0,1,1,1,1
4785,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4789,8,0,2,2,0,0,2,2,0,0.0,0,0,1,0
4790,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4799,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
